
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","207-60-71183MK      ","*ELEMENT      *","2","206.19"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","20Y-60-31171        ","STRAINER ASS'Y ","2","233.98"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","20Y-62-51691        ","ELEMENT        ","2","100.48"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","706-76-71390        ","O-RING         ","2","9.47"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","708-2L-00400        ","PUMP ASS'Y     ","2","8,759.1"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","723-40-71900        ","VALVE ASS'Y    ","2","401.61"
"21067  ","20210223","PC200      "," 8","M0","        C23412","20200129","20201129","20210218","J150NQ","AMSMX202012001 ","         ","W","10,720.82","85.12","31.68","0","10,837.62","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","16","100.4"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","02896-11012         ","O-RING         ","2","0.97"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","07002-11423         ","O-RING         ","2","0.98"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","207-62-64740        ","O-RING         ","4","1.57"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","20Y-27-00140        ","FLOATING SEAL A","2","674.46"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","20Y-27-11561        ","BOLT           ","40","3.65"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","20Y-27-22280        ","O-RING         ","2","22.64"
"21069  ","20210223","PC200      "," 8","M0","        C20684","20180610","20200929","20210215","2760HC","AMSMX202009082 ","         ","P","3,723.24","87.78","4.86","0","3,815.88","20Y-27-42660        ","HUB            ","2","2,948.05"
"21070  ","20210227","HD785      "," 7","  ","         33093","20200212","20210107","20210218","0311AF","AMSMX202101029 ","         ","W","4,497.53","10.64","0","0","4,508.17","561-03-81633        ","CORE           ","2","4,497.53"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","04050-04028         ","COTTER PIN     ","2","0.21"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","201-60-11230        ","PIN            ","2","32.6"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","20Y-62-54252        ","BRACKET        ","2","80.67"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","22U-62-21870        ","PIN            ","2","38.14"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","22U-62-24420        ","PIN            ","2","2.64"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","703-08-33740        ","SWIVEL JOINT   ","2","2,476"
"21083  ","20210323","PC210      ","10","M0","        C00460","20200922","20210105","20210218","6200GJ","AMSMX202101006 ","         ","W","2,931.97","21.28","21.96","0","2,975.21","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","6","100.57"
"21084  ","20210305","PC3000     "," 6","  ","         46199","20200616","20210206","20210206","J150FG","AMSMX202102039 ","         ","B","31,729.46","18.62","0","0","31,748.08","RM708-2K-00024      ","*PUMP ASSY    *","2","31,729.46"
"21085  ","20210305","PC210      ","10","M0","        C01414","20200829","20210211","20210219","DV20MA","AMSMX202102024 ","         ","W","178.02","10.64","23.94","0","212.6","20Y-06-41812        ","BACK-UP ALARM  ","2","178.02"
"21087  ","20210305","D85EX      ","15","R ","         21154","20181116","20210121","20210302","DY20MA","AMSMX202101058 ","         ","X","380.69","10.64","52.92","0","444.25","17A-Z11-2432        ","MOTOR ASS'Y    ","2","380.69"
"21093  ","20210312","PC450      "," 8","R ","         76631","20210105","20210209","20210306","ABN0FA","AMSMX202102017 ","         ","W","467.1","10.64","3.96","0","481.7","6251-71-8211        ","PRIMING PUMP   ","2","467.1"
"21094  ","20210315","PC200LC    "," 8","M0","        C17081","20190913","20210130","20210306","5513AA","AMSMX202102001 ","         ","P","380.93","0","0","0","380.93","20Y-53-13121        ","CUSHION        ","1","380.93"
"21094  ","20210315","PC200LC    "," 8","M0","        C17081","20190913","20210130","20210306","5513AA","AMSMX202102001 ","         ","P","380.93","26.6","19.8","0","427.33","20Y-53-13121        ","CUSHION        ","1","380.93"
"21095  ","20210315","PC200      "," 8","M0","        C23413","20200130","20201222","20210306","D520MA","AMSMX202102019 ","         ","W","554.75","21.28","19.26","0","595.29","6754-81-9520        ","WIRING HARNESS ","2","554.75"
"21096  ","20210315","PC210LC    ","10","M0","        C00041","20191125","20210223","20210311","6016AA","AMSMX202102037 ","         ","P","100.72","10.64","13.14","0","124.5","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","1","100.72"
"21096  ","20210315","PC210LC    ","10","M0","        C00041","20191125","20210223","20210311","6016AA","AMSMX202102037 ","         ","X","100.72","10.64","13.14","0","124.5","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","1","100.72"
"21107  ","20210324","PC200      "," 8","M0","        C23393","20191119","20210213","20210223","DB20MA","AMSMX202102023 ","         ","P","4,142.97","10.64","48.6","0","4,202.21","600-467-3300        ","CONTROLLER ASS'","2","4,142.97"
"21108  ","20210326","D65EX      ","16","  ","         82715","20190329","20210124","20210310","DB20MA","AMSMX202102003 ","         ","X","4,069.68","5.32","16.2","0","4,091.2","600-468-1601        ","CONTROLLER ASS'","2","4,069.68"
"21117  ","20210329","PC210      ","10","M0","        C00258","20200304","20210308","20210322","DJG2MA","AMSMX202103009 ","         ","P","123.59","21.28","24.48","0","169.35","600-311-3722        ","0ENSOR         ","1","123.59"
"21117  ","20210329","PC210      ","10","M0","        C00258","20200304","20210308","20210322","DJG2MA","AMSMX202103009 ","         ","X","123.59","21.28","24.48","0","169.35","600-311-3722        ","0ENSOR         ","1","123.59"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","F","3,443.84","111.72","12.24","0","3,567.8","01010-81440         ","BOLT           ","16","2.54"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","F","3,443.84","111.72","12.24","0","3,567.8","01643-31445         ","WASHER         ","16","1.08"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","F","3,443.84","111.72","12.24","0","3,567.8","17A-54-46120        ","CUSHION        ","2","814.23"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","F","3,443.84","111.72","12.24","0","3,567.8","17A-54-47490        ","CUSHION        ","2","878.73"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","X","3,443.84","111.72","12.24","0","3,567.8","01010-81440         ","BOLT           ","16","2.54"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","X","3,443.84","111.72","12.24","0","3,567.8","01643-31445         ","WASHER         ","16","1.08"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","X","3,443.84","111.72","12.24","0","3,567.8","17A-54-46120        ","CUSHION        ","2","814.23"
"21118  ","20210329","D155A      "," 6","  ","         87481","20180707","20201214","20210317","5513AA","AMSMX202102022 ","         ","X","3,443.84","111.72","12.24","0","3,567.8","17A-54-47490        ","CUSHION        ","2","878.73"
"21119  ","20210328","HD785      "," 7","  ","         33084","20200212","20210317","20210317","0100AA","AMSMX202103025 ","         ","P","433.8","10.64","0","0","444.44","6219-21-4261        ","OIL SEAL       ","1","433.8"
"21119  ","20210328","HD785      "," 7","  ","         33084","20200212","20210317","20210317","0100AA","AMSMX202103025 ","         ","X","433.8","10.64","0","0","444.44","6219-21-4261        ","OIL SEAL       ","1","433.8"
"21122  ","20210406","D85PX      ","15","R ","         21301","20200920","20210306","20210326","AB3LMA","AMSMX202103007 ","         ","W","845.55","23.94","3.24","0","872.73","KD0-47100-4651      ","MAGNETIC SWITCH","2","845.55"
"21123  ","20210406","PC210      ","10","M0","        C01276","20200620","20210228","20210320","7GA2AA","AMSMX202103003 ","         ","W","809.71","10.64","4.32","0","824.67","07000-13035         ","O-RING         ","4","2.5"
"21123  ","20210406","PC210      ","10","M0","        C01276","20200620","20210228","20210320","7GA2AA","AMSMX202103003 ","         ","W","809.71","10.64","4.32","0","824.67","2A5-62-13261        ","TUBE           ","2","703.68"
"21123  ","20210406","PC210      ","10","M0","        C01276","20200620","20210228","20210320","7GA2AA","AMSMX202103003 ","         ","W","809.71","10.64","4.32","0","824.67","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","2","101.03"
"21124  ","20210405","PC210      ","10","M0","        C00231","20200604","20210318","20210328","601JAA","AMSMX202103026 ","         ","W","100.7","10.64","26.28","0","137.62","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","2","100.7"
"21125  ","20210412","WA380      "," 6","  ","         67826","20180810","20210311","20210324","DJG2MA","AMSMX202103016 ","         ","X","123.59","10.64","36.18","0","170.41","600-311-3722        ","SENSOR         ","2","123.59"
"21126  ","20210412","PC200LC    "," 8","M0","        C21823","20190314","20210319","20210329","DJG2MA","AMSMX202103031 ","         ","P","123.59","0","0","0","123.59","600-311-3722        ","SENSOR         ","2","123.59"
"21127  ","20210412","PC210      ","10","M0","        C00069","20190202","20210220","20210323","601JAA","AMSMX202102034 ","         ","P","111.07","10.64","19.44","0","141.15","20Y-60-56370        ","GAUGE          ","1","111.07"
"21127  ","20210412","PC210      ","10","M0","        C00069","20190202","20210220","20210323","601JAA","AMSMX202102034 ","         ","X","111.07","10.64","19.44","0","141.15","20Y-60-56370        ","GAUGE          ","1","111.07"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","01010-81450         ","BOLT           ","12","4.04"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","01010-82475         ","BOLT           ","4","15.24"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","01643-31445         ","WASHER         ","12","1.08"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","01643-32460         ","WASHER         ","4","3.71"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-54-46120        ","CUSHION        ","4","814.23"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-54-48133        ","BRACKET        ","2","885.54"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-54-48143        ","BRACKET        ","2","885.54"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-54-57480        ","CUSHION        ","4","903.74"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-54-57490        ","PAD            ","4","433.3"
"21132  ","20210412","D155A      "," 6","  ","         87380","20180927","20210106","20210314","54J0AA","AMSMX202101015 ","         ","X","6,328.36","63.84","40.32","0","6,432.52","17A-Z11-3541        ","SEAL           ","12","31.02"
"21134  ","20210414","WA380      "," 6","  ","         67925","20190321","20210225","20210325","H1X0EG","AMSMX202101015 ","         ","X","1,011.35","15.96","35.1","0","1,062.41","423-60-45461        ","ELEMENT        ","2","104.77"
"21134  ","20210414","WA380      "," 6","  ","         67925","20190321","20210225","20210325","H1X0EG","AMSMX202101015 ","         ","X","1,011.35","15.96","35.1","0","1,062.41","707-99-15810        ","SERVICE KIT    ","4","251.81"
"21134  ","20210414","WA380      "," 6","  ","         67925","20190321","20210225","20210325","H1X0EG","AMSMX202101015 ","         ","X","1,011.35","15.96","35.1","0","1,062.41","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","8","100.74"
